Postal Code, Amenity Count, Shop Count, Tourism Count
6225ER, 0, 0, 0
6212BT, 1, 0, 0
6212BS, 0, 0, 0
6225ET, 0, 0, 0
6212BN, 3, 0, 0
6212BM, 2, 3, 0
6212BP, 2, 4, 0
6225EP, 0, 0, 0
6212BJ, 2, 0, 1
6225EK, 0, 0, 0
6225EJ, 0, 0, 0
6212BL, 1, 1, 0
6225EM, 5, 1, 0
6212BK, 2, 0, 1
6225EL, 0, 0, 0
6225EG, 0, 1, 0
6212BE, 2, 0, 2
6212BH, 2, 0, 1
6212BG, 2, 4, 0
6225EH, 0, 0, 0
6212BB, 1, 0, 2
6225EC, 0, 0, 0
6212BA, 1, 3, 0
6225EB, 0, 0, 0
6212BD, 0, 0, 0
6225EE, 3, 1, 0
6212BC, 1, 0, 0
6225ED, 0, 0, 0
6225EA, 3, 1, 0
6212AT, 0, 0, 0
6212AW, 1, 3, 0
6212AV, 1, 0, 0
6225DR, 3, 0, 0
6212AP, 0, 0, 0
6212AS, 1, 0, 0
6212AR, 0, 0, 0
6212AM, 0, 0, 0
6225DN, 0, 0, 0
6212AL, 0, 0, 0
6212AN, 0, 0, 0
6212AH, 0, 0, 0
6212AK, 1, 0, 0
6225DL, 0, 0, 0
6212AJ, 0, 0, 0
6225DK, 0, 0, 0
6212AE, 1, 0, 0
6212AD, 3, 0, 1
6225DE, 0, 0, 0
6212AG, 0, 0, 0
6225DH, 0, 0, 0
6225DG, 0, 0, 0
6212AA, 0, 0, 0
6225DB, 0, 0, 0
6225DA, 0, 0, 0
6212AC, 2, 0, 1
6225DD, 0, 0, 0
6212AB, 0, 0, 0
6225DC, 0, 0, 0
6225CP, 0, 0, 0
6225CM, 0, 0, 0
6225CN, 0, 0, 0
6225CH, 0, 0, 0
6225CJ, 0, 0, 0
6225CE, 0, 0, 0
6225CD, 0, 0, 0
6225CG, 0, 0, 0
6225CA, 0, 0, 0
6225CC, 0, 0, 0
6225CB, 0, 0, 0
6225BW, 1, 0, 0
6225BS, 1, 0, 0
6225BV, 0, 0, 0
6225BP, 1, 0, 0
6225BR, 1, 0, 0
6225BL, 0, 0, 0
6225BK, 0, 0, 0
6225BN, 1, 0, 0
6225BM, 0, 0, 0
6225BH, 2, 0, 0
6225BG, 0, 0, 0
6225BJ, 0, 0, 0
6225BD, 0, 0, 0
6225BC, 0, 0, 0
6225BE, 2, 1, 0
6225BB, 1, 0, 0
6225BA, 0, 0, 0
6225AZ, 2, 2, 0
6225AW, 0, 0, 0
6225AV, 0, 0, 0
6225AX, 2, 0, 0
6225AS, 0, 0, 0
6225AR, 0, 0, 0
6225AT, 0, 0, 0
6225AN, 0, 0, 0
6225AP, 0, 0, 0
6225AK, 0, 0, 0
6225AJ, 0, 0, 0
6225AM, 0, 0, 0
6225AL, 0, 0, 0
6225AG, 0, 0, 0
6225AH, 0, 0, 0
6225AC, 0, 0, 0
6225AB, 0, 0, 0
6225AE, 0, 0, 0
6225AD, 1, 0, 0
6225AA, 0, 0, 0
6229HZ, 0, 0, 0
6229HV, 0, 0, 1
6216ET, 0, 0, 0
6216EV, 0, 0, 0
6229HW, 0, 0, 0
6229HR, 0, 0, 1
6216EP, 0, 0, 0
6216ES, 0, 0, 0
6229HT, 0, 0, 0
6216ER, 1, 0, 0
6229HS, 0, 0, 0
6216EM, 0, 0, 0
6229HN, 0, 0, 1
6229HM, 0, 0, 1
6229HP, 0, 0, 1
6216EN, 0, 0, 0
6229HJ, 0, 0, 0
6229HL, 0, 0, 0
6229HK, 0, 0, 1
6216ED, 6, 3, 0
6229HE, 0, 0, 0
6216EG, 4, 0, 0
6229HH, 0, 0, 0
6216EA, 0, 0, 0
6229HB, 0, 0, 0
6216EC, 6, 3, 0
6229HD, 0, 0, 1
6229HC, 0, 0, 0
6229GX, 2, 0, 0
6229GP, 2, 0, 0
6229GM, 0, 0, 0
6229GL, 0, 0, 0
6229GN, 1, 0, 0
6229GH, 0, 0, 0
6229GE, 0, 0, 0
6229GD, 0, 0, 0
6229GG, 0, 0, 0
6229GC, 0, 0, 0
6229GB, 0, 0, 0
6216CV, 0, 0, 0
6216CS, 0, 1, 0
6216CR, 0, 9, 0
6216CT, 0, 1, 0
6216CP, 0, 1, 0
6216CK, 3, 8, 0
6216CJ, 5, 8, 0
6216CL, 0, 0, 0
6216CH, 5, 6, 0
6216CC, 2, 0, 0
6216CB, 2, 1, 0
6216CD, 0, 0, 0
6229VP, 0, 0, 0
6216SN, 2, 0, 0
6229VR, 1, 0, 0
6216SP, 0, 0, 0
6216SK, 1, 0, 0
6216SJ, 0, 0, 0
6229VK, 0, 0, 0
6216SM, 6, 2, 0
6229VN, 3, 0, 0
6216SL, 0, 0, 0
6229VM, 0, 1, 0
6216SG, 0, 0, 0
6225ND, 0, 0, 0
6225NC, 0, 0, 0
6229VJ, 0, 0, 0
6216SH, 1, 0, 0
6216SC, 0, 0, 0
6216SB, 0, 0, 0
6221EZ, 16, 20, 0
6229VC, 0, 0, 0
6216SE, 0, 0, 0
6225NB, 0, 0, 0
6229VE, 0, 0, 0
6221EW, 17, 1, 2
6221EV, 15, 9, 2
6216RZ, 0, 0, 0
6221ER, 18, 22, 0
6221ET, 22, 28, 1
6216RV, 0, 0, 0
6221EN, 13, 4, 0
6216RX, 0, 0, 0
6216RW, 0, 0, 0
6221EP, 16, 8, 0
6216RR, 0, 0, 0
6221EK, 20, 24, 0
6221EJ, 20, 8, 1
6216RT, 0, 0, 0
6221EM, 9, 1, 0
6216RS, 0, 0, 0
6221EL, 14, 20, 1
6216RN, 0, 0, 0
6221EG, 24, 26, 0
6216RM, 0, 0, 0
6216RP, 0, 0, 0
6221EH, 18, 20, 1
6216RJ, 0, 0, 0
6221EC, 18, 16, 4
6221EB, 24, 20, 1
6216RL, 0, 0, 0
6221EE, 20, 8, 1
6216RK, 0, 0, 0
6221ED, 23, 15, 1
6216RE, 0, 0, 0
6216RH, 0, 0, 0
6221EA, 22, 16, 4
6216RG, 0, 0, 0
6216RB, 0, 0, 0
6216RA, 0, 0, 0
6216RD, 0, 0, 0
6216RC, 0, 0, 0
6229TV, 0, 0, 0
6229TX, 0, 0, 0
6229TW, 0, 0, 0
6229TR, 2, 0, 0
6229TT, 0, 0, 0
6229TS, 0, 0, 0
6229TN, 0, 0, 0
6229TM, 0, 0, 0
6229TP, 0, 0, 0
6221DB, 2, 0, 1
6229TJ, 1, 0, 0
6229TL, 0, 0, 0
6229TK, 1, 0, 0
6229TE, 1, 0, 0
6229TH, 0, 0, 0
6229TG, 0, 0, 0
6229TB, 0, 0, 0
6221CX, 13, 17, 0
6229TA, 0, 0, 0
6229TD, 0, 0, 0
6221CZ, 3, 2, 0
6221CT, 16, 13, 3
6221CW, 18, 16, 1
6221CV, 11, 3, 0
6216PX, 0, 0, 0
6216PW, 0, 0, 0
6221CP, 15, 3, 2
6216PZ, 0, 0, 0
6221CS, 12, 3, 0
6221CR, 1, 2, 1
6216PT, 0, 0, 0
6221CM, 6, 4, 1
6216PS, 0, 0, 0
6221CL, 1, 0, 0
6216PV, 0, 0, 0
6221CN, 5, 4, 1
6216PP, 0, 0, 0
6225KM, 0, 0, 0
6221CH, 17, 8, 3
6225KL, 0, 0, 0
6216PR, 0, 0, 0
6221CK, 1, 0, 1
6221CJ, 18, 12, 4
6225KN, 0, 0, 0
6212HH, 1, 0, 0
6216PL, 0, 0, 0
6221CE, 1, 2, 0
6216PK, 1, 0, 0
6221CD, 9, 0, 3
6225KH, 0, 0, 0
6216PN, 2, 3, 0
6221CG, 1, 0, 0
6225KK, 0, 0, 0
6216PM, 0, 0, 0
6225KJ, 0, 0, 0
6212HD, 2, 0, 0
6216PH, 0, 0, 0
6221CA, 5, 0, 3
6225KE, 0, 0, 0
6212HC, 0, 0, 0
6216PG, 0, 0, 0
6225KD, 0, 0, 0
6216PJ, 0, 0, 0
6221CC, 3, 1, 0
6225KG, 0, 0, 0
6221CB, 11, 2, 4
6216PD, 0, 0, 0
6216PC, 0, 0, 0
6212HB, 0, 0, 0
6225KC, 0, 0, 0
6229SG, 0, 0, 0
6212HA, 0, 0, 0
6216PE, 0, 0, 0
6225KB, 0, 0, 0
6221BX, 2, 3, 2
6221BW, 1, 2, 0
6221BZ, 3, 8, 0
6229SC, 0, 0, 0
6229SB, 0, 0, 0
6212GW, 0, 0, 0
6212GV, 0, 0, 0
6221BS, 5, 1, 0
6225JW, 0, 0, 0
6221BV, 4, 2, 0
6212GX, 0, 0, 0
6212GS, 0, 0, 1
6221BP, 12, 2, 5
6225JT, 0, 0, 0
6212GR, 0, 0, 0
6225JS, 0, 0, 0
6221BR, 21, 8, 5
6212GT, 0, 0, 0
6221BL, 0, 0, 0
6212GN, 0, 0, 0
6221BK, 2, 0, 0
6221BN, 16, 6, 5
6212GP, 0, 0, 0
6221BM, 11, 4, 5
6212GK, 1, 0, 0
6221BH, 0, 0, 0
6225JL, 0, 0, 0
6212GJ, 0, 0, 0
6221BG, 18, 4, 3
6225JK, 0, 0, 0
6212GM, 0, 0, 0
6221BJ, 1, 0, 0
6225JN, 0, 0, 0
6212GL, 0, 0, 0
6225JM, 0, 0, 0
6212GG, 0, 0, 0
6221BD, 5, 0, 3
6221BC, 0, 0, 0
6212GH, 3, 0, 0
6221BE, 0, 0, 0
6212GC, 0, 0, 1
6212GB, 2, 0, 0
6212GE, 4, 0, 0
6221BB, 0, 0, 0
6212GD, 0, 0, 0
6221BA, 1, 0, 0
6221AZ, 2, 0, 0
6212GA, 0, 0, 0
6221AW, 4, 0, 0
6221AV, 6, 0, 1
6221AX, 7, 0, 3
6216NZ, 0, 0, 0
6221AS, 1, 0, 0
6221AR, 6, 0, 0
6221AT, 2, 0, 0
6216NV, 0, 0, 0
6221AN, 0, 0, 0
6216NX, 0, 0, 0
6216NW, 0, 0, 0
6221AP, 1, 0, 0
6221AK, 0, 0, 0
6216NT, 0, 0, 0
6221AM, 0, 0, 0
6216NS, 0, 0, 0
6221AL, 0, 0, 0
6221AG, 0, 0, 0
6221AH, 0, 0, 0
6221AC, 4, 0, 0
6221AB, 0, 2, 0
6221AE, 0, 3, 0
6221AD, 2, 0, 0
6212EX, 0, 0, 1
6212EZ, 0, 0, 0
6212ET, 2, 0, 1
6212EW, 5, 0, 0
6212EV, 2, 0, 1
6212EP, 2, 0, 0
6212ES, 1, 0, 0
6212ER, 3, 0, 0
6212EM, 0, 0, 0
6225HN, 0, 0, 0
6212EL, 0, 0, 0
6225HM, 0, 0, 0
6212EN, 3, 0, 0
6225HJ, 0, 0, 0
6212EH, 0, 0, 0
6212EK, 0, 0, 0
6225HL, 0, 0, 0
6212EJ, 0, 0, 0
6225HK, 0, 0, 0
6225HE, 0, 0, 0
6212EG, 0, 0, 0
6225HH, 0, 0, 0
6225HG, 0, 0, 0
6212EA, 0, 0, 0
6212EC, 0, 0, 0
6225HD, 0, 0, 0
6212EB, 0, 0, 0
6225HC, 0, 0, 0
6225GX, 0, 1, 0
6225GZ, 1, 1, 0
6225GT, 0, 0, 0
6225GW, 0, 0, 0
6225GV, 0, 0, 0
6225GP, 0, 0, 0
6225GS, 0, 0, 0
6225GR, 0, 0, 0
6225GM, 0, 0, 0
6225GL, 0, 0, 0
6225GN, 0, 1, 0
6225GH, 0, 0, 0
6225GK, 0, 0, 0
6225GJ, 0, 0, 0
6225GE, 0, 0, 0
6225GD, 0, 0, 0
6225GG, 0, 0, 0
6225GA, 0, 0, 0
6225GC, 0, 0, 0
6225GB, 0, 0, 0
6212CZ, 0, 0, 0
6212CW, 0, 0, 0
6212CV, 0, 0, 0
6212CX, 0, 0, 0
6212CS, 0, 1, 0
6212CR, 0, 0, 0
6212CT, 1, 0, 0
6212CN, 2, 4, 0
6212CP, 1, 0, 0
6212CK, 1, 0, 0
6212CJ, 0, 0, 0
6212CM, 0, 0, 0
6212CL, 0, 0, 0
6212CG, 1, 0, 0
6212CH, 0, 0, 0
6224TR, 0, 0, 0
6224TN, 0, 0, 0
6224TP, 0, 0, 0
6224TK, 0, 0, 0
6224TL, 0, 1, 0
6224TG, 0, 0, 0
6224TH, 0, 0, 0
6224TB, 0, 0, 0
6224TE, 0, 0, 0
6224TD, 0, 0, 0
6224TA, 0, 0, 0
6211PX, 4, 2, 0
6211PZ, 2, 1, 0
6215XX, 0, 0, 0
6211PW, 4, 1, 0
6211PP, 2, 0, 0
6215XT, 0, 0, 0
6211PS, 2, 1, 0
6215XW, 0, 0, 0
6211PR, 1, 1, 0
6215XV, 0, 0, 0
6211PM, 3, 0, 0
6211PL, 1, 0, 1
6215XP, 0, 0, 0
6215XS, 0, 0, 0
6211PN, 0, 0, 0
6215XR, 0, 0, 0
6215XM, 0, 0, 0
6211PH, 2, 1, 0
6215XL, 0, 0, 0
6211PK, 0, 0, 0
6211PJ, 5, 3, 0
6215XN, 0, 0, 0
6211PE, 7, 9, 0
6211PD, 5, 3, 0
6215XH, 0, 0, 0
6211PG, 4, 1, 0
6215XK, 0, 0, 0
6215XJ, 0, 0, 0
6211PA, 12, 9, 1
6215XD, 0, 0, 0
6211PC, 5, 1, 0
6215XG, 0, 0, 0
6211PB, 9, 6, 2
6215XA, 0, 0, 0
6215XC, 0, 0, 0
6215XB, 0, 0, 0
6211NZ, 11, 5, 2
6211NW, 9, 1, 2
6211NV, 4, 1, 2
6215VZ, 0, 0, 0
6211NX, 11, 8, 2
6211NS, 6, 2, 2
6215VW, 0, 0, 0
6211NR, 4, 2, 0
6215VV, 0, 0, 0
6211NT, 4, 2, 0
6215VX, 0, 0, 0
6215VS, 0, 0, 0
6211NN, 5, 2, 0
6215VR, 0, 0, 0
6211NP, 3, 2, 0
6215VT, 0, 0, 0
6211NK, 6, 2, 2
6211NJ, 5, 1, 2
6215VN, 0, 0, 0
6211NM, 3, 2, 2
6211NL, 4, 2, 0
6215VP, 0, 0, 0
6211NG, 5, 2, 0
6215VK, 4, 4, 0
6215VJ, 0, 0, 0
6215VM, 1, 0, 0
6211NH, 6, 2, 4
6215VL, 0, 0, 0
6211NC, 3, 2, 0
6215VG, 0, 0, 0
6211NB, 0, 0, 1
6211NE, 0, 1, 0
6211ND, 2, 1, 0
6215VH, 0, 0, 0
6211NA, 4, 1, 3
6215VE, 0, 0, 0
6211MZ, 0, 0, 0
6211MV, 0, 0, 1
6228XZ, 2, 1, 0
6211MX, 0, 0, 0
6228XV, 0, 0, 0
6228XX, 2, 1, 0
6211MB, 32, 3, 10
6211MA, 37, 3, 11
6211MC, 5, 0, 2
6211LX, 0, 0, 1
6211LZ, 2, 0, 0
6211LT, 6, 0, 2
6215TX, 0, 0, 0
6211LW, 9, 0, 1
6211LV, 10, 0, 2
6215TZ, 2, 2, 0
6211LP, 3, 0, 0
6215TT, 0, 0, 0
6211LS, 0, 0, 0
6215TW, 0, 0, 0
6211LR, 2, 0, 0
6215TV, 1, 0, 0
6211LM, 11, 0, 0
6211LL, 14, 0, 1
6215TP, 0, 0, 0
6215TS, 0, 0, 0
6211LN, 12, 0, 0
6215TR, 0, 0, 0
6215TM, 0, 0, 0
6211LH, 13, 0, 3
6215TL, 0, 0, 0
6211LK, 10, 0, 2
6211LJ, 15, 0, 1
6215TN, 0, 0, 0
6211LE, 25, 1, 4
6211LD, 17, 7, 10
6215TH, 0, 0, 0
6211LG, 10, 1, 10
6215TK, 0, 0, 0
6215TJ, 0, 0, 0
6211LA, 9, 5, 3
6215TE, 0, 0, 0
6215TD, 0, 0, 0
6211LC, 39, 53, 3
6215TG, 0, 0, 0
6211LB, 8, 4, 9
6215TA, 0, 0, 0
6215TC, 1, 0, 0
6215TB, 0, 0, 0
6211KX, 3, 9, 0
6211KW, 1, 1, 3
6211KZ, 2, 0, 0
6215SX, 1, 0, 0
6211KS, 3, 1, 3
6211KV, 1, 1, 2
6215SZ, 0, 0, 0
6211KP, 2, 1, 2
6215ST, 1, 0, 0
6211KR, 1, 1, 2
6215SV, 5, 3, 0
6211KL, 18, 0, 2
6215SP, 0, 0, 0
6211KK, 16, 0, 1
6211KN, 16, 0, 1
6215SR, 0, 0, 0
6211KH, 18, 0, 6
6215SL, 1, 0, 1
6211KG, 9, 1, 8
6211KJ, 17, 0, 4
6215SN, 0, 0, 0
6215SM, 1, 0, 1
6215SH, 0, 0, 0
6211KC, 0, 0, 0
6215SG, 0, 0, 0
6215SJ, 0, 0, 0
6215SC, 0, 0, 0
6211KB, 0, 0, 0
6211KA, 6, 0, 1
6215SE, 0, 0, 0
6211JZ, 4, 0, 0
6211JW, 16, 0, 1
6211JV, 13, 0, 3
6215RZ, 0, 0, 0
6211JX, 0, 0, 1
6211JS, 7, 0, 7
6215RW, 0, 0, 0
6211JR, 8, 1, 2
6215RV, 0, 0, 0
6215RX, 0, 0, 0
6215RS, 0, 0, 0
6211JN, 13, 3, 4
6215RR, 0, 0, 0
6211JP, 7, 3, 3
6215RT, 3, 2, 0
6211JK, 14, 0, 3
6211JJ, 8, 0, 2
6215RN, 0, 0, 0
6211JM, 6, 3, 2
6211JL, 10, 3, 3
6215RP, 0, 0, 0
6211JG, 14, 1, 3
6215RK, 0, 0, 0
6215RJ, 0, 0, 0
6215RM, 0, 0, 0
6211JH, 5, 0, 2
6215RL, 0, 0, 0
6211JC, 7, 1, 3
6215RG, 4, 4, 0
6211JB, 5, 2, 2
6211JD, 14, 1, 2
6215RH, 0, 0, 0
6215RB, 1, 0, 0
6211JA, 7, 2, 3
6215RE, 1, 0, 0
6215RA, 1, 0, 0
6224LW, 1, 0, 1
6224LX, 2, 0, 0
6224LS, 3, 1, 0
6224LR, 3, 0, 0
6224LN, 0, 0, 0
6224LP, 0, 0, 0
6216CA, 2, 1, 0
6216BZ, 0, 0, 1
6216BV, 0, 0, 0
6216BX, 1, 0, 1
6216BW, 0, 0, 0
6216BR, 9, 8, 0
6216BT, 1, 0, 0
6216BS, 7, 7, 0
6216BN, 0, 0, 0
6216BM, 1, 0, 0
6216BJ, 0, 1, 0
6216BL, 0, 1, 0
6229EM, 2, 0, 1
6216BK, 0, 0, 0
6229EG, 3, 0, 1
6216BE, 0, 0, 0
6216BH, 0, 1, 0
6216BG, 0, 0, 0
6216BB, 0, 0, 0
6229EC, 0, 0, 0
6216BA, 0, 0, 0
6229EB, 0, 0, 0
6216BD, 0, 0, 0
6216BC, 0, 0, 0
6229ED, 3, 0, 0
6211XX, 8, 1, 1
6229EA, 0, 0, 0
6211XZ, 6, 0, 2
6216AX, 0, 0, 0
6216AZ, 0, 1, 0
6211XP, 2, 0, 0
6216AT, 0, 0, 0
6211XS, 2, 0, 0
6216AW, 0, 0, 0
6211XR, 2, 0, 0
6216AV, 0, 0, 0
6211XL, 2, 1, 0
6216AP, 0, 0, 0
6216AS, 0, 0, 0
6211XN, 2, 0, 0
6216AR, 0, 0, 0
6216AM, 0, 0, 0
6211XH, 0, 0, 0
6216AL, 0, 0, 0
6211XK, 3, 0, 1
6211XJ, 1, 0, 1
6216AN, 0, 0, 0
6211XE, 1, 1, 0
6211XD, 1, 1, 0
6216AH, 0, 0, 0
6211XG, 1, 0, 0
6216AK, 0, 0, 0
6216AJ, 0, 0, 0
6211XA, 9, 1, 0
6216AE, 0, 0, 0
6216AD, 0, 0, 0
6211XC, 2, 1, 0
6216AG, 0, 0, 0
6211XB, 8, 1, 0
6216AC, 0, 0, 0
6216AB, 0, 0, 0
6211WH, 4, 1, 0
6211WD, 1, 0, 0
6211WC, 0, 0, 0
6211WE, 5, 0, 0
6211WB, 0, 0, 0
6229BK, 0, 0, 0
6229BN, 4, 3, 0
6229BM, 2, 0, 0
6229BH, 0, 0, 0
6229BG, 0, 0, 0
6229BJ, 0, 0, 0
6229BD, 0, 0, 0
6229BC, 0, 0, 0
6229BE, 0, 0, 0
6224XZ, 0, 0, 0
6229BB, 0, 0, 0
6229BA, 0, 0, 0
6224XW, 0, 0, 0
6224XV, 0, 0, 0
6229AZ, 2, 0, 0
6224XX, 0, 0, 0
6224XS, 0, 0, 0
6229AW, 0, 1, 0
6229AV, 6, 4, 0
6229AX, 2, 1, 0
6229AS, 0, 1, 0
6224XN, 0, 0, 0
6229AR, 0, 0, 0
6229AT, 0, 0, 0
6224XK, 0, 0, 0
6224XJ, 0, 0, 0
6224XM, 0, 0, 0
6229AP, 0, 1, 0
6224XG, 0, 0, 0
6229AK, 0, 0, 0
6229AJ, 0, 0, 0
6224XH, 0, 0, 0
6229AL, 0, 0, 0
6229AG, 0, 1, 0
6224XB, 0, 0, 0
6224XE, 0, 0, 0
6224XD, 0, 0, 0
6229AH, 0, 0, 0
6229AB, 0, 0, 0
6229AE, 0, 0, 0
6229AD, 1, 0, 0
6211TE, 7, 0, 4
6211TD, 13, 8, 1
6211TG, 6, 0, 11
6211TA, 20, 38, 1
6211TC, 16, 6, 4
6211TB, 16, 5, 3
6211SX, 11, 4, 2
6211SW, 17, 25, 1
6224VX, 0, 0, 0
6211SZ, 12, 5, 2
6211ST, 12, 7, 3
6224VT, 0, 0, 0
6211SV, 17, 8, 3
6224VW, 0, 1, 0
6224VV, 0, 0, 0
6211SP, 1, 0, 2
6224VP, 0, 0, 0
6211SR, 20, 34, 1
6224VS, 0, 0, 0
6224VR, 0, 0, 0
6211SL, 1, 0, 2
6224VM, 0, 0, 0
6211SK, 20, 4, 4
6224VL, 0, 0, 0
6211SN, 5, 1, 0
6211SM, 1, 0, 2
6224VN, 0, 0, 0
6211SH, 3, 1, 3
6211SG, 10, 4, 2
6224VH, 0, 0, 0
6211SJ, 8, 3, 1
6224VK, 0, 0, 0
6224VE, 0, 0, 0
6211SC, 9, 4, 3
6224VD, 0, 0, 0
6224VG, 0, 0, 0
6211SE, 8, 5, 5
6211SB, 5, 1, 3
6224VC, 0, 0, 0
6224VB, 0, 0, 0
6211RZ, 8, 3, 3
6211RW, 1, 0, 1
6211RV, 8, 3, 2
6211RX, 1, 1, 1
6211RS, 2, 1, 1
6211RR, 2, 1, 0
6211RT, 3, 0, 1
6211RN, 2, 1, 0
6211RP, 3, 0, 1
6211RK, 2, 0, 1
6211RJ, 2, 2, 0
6211RM, 1, 0, 0
6211RL, 3, 0, 1
6211RG, 0, 0, 0
6211RH, 2, 1, 0
6211RC, 1, 1, 0
6211RB, 0, 0, 0
6211RE, 3, 0, 0
6211RD, 3, 0, 0
6211RA, 3, 1, 0
6224TZ, 0, 0, 0
6224TW, 1, 0, 0
6224TV, 0, 0, 0
6224TX, 1, 0, 0
